PDF,Family,Seite,Bitfeld,Register_MSB,Register_LSB,Feld_MSB,Feld_LSB,Registerbits,Feldbits
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,32,DATMPX,13,12,1.0,0.0,13:12,1.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,32,RESERVED,11,9,,,11:9,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,32,CHINSEL,8,8,,,8,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,32,CHEN,7,7,,,7,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,32,CKABEN,6,6,,,6,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,32,SCDEN,5,5,,,5,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,32,RESERVED,4,4,,,4,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,32,SPICKSEL,3,2,1.0,0.0,3:2,1.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,32,SITP,1,0,1.0,0.0,1:0,1.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,33,OFFSET,31,8,23.0,0.0,31:8,23.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,33,DTRBS,7,3,4.0,0.0,7:3,4.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,33,RESERVED,2,0,,,2:0,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,34,RESERVED,31,24,,,31:24,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,34,AWFORD,23,22,1.0,0.0,23:22,1.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,34,RESERVED,21,21,,,21,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,34,AWFOSR,20,16,4.0,0.0,20:16,4.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,34,BKSCD,15,12,3.0,0.0,15:12,3.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,34,RESERVED,11,8,,,11:8,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,34,SCDT,7,0,7.0,0.0,7:0,7.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,35,RESERVED,31,16,,,31:16,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,35,WDATA,15,0,15.0,0.0,15:0,15.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,35,INDAT1,31,16,15.0,0.0,31:16,15.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,35,INDAT0,15,0,15.0,0.0,15:0,15.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,36,RESERVED,31,31,,,31,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,36,AWFSEL,30,30,,,30,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,36,FAST,29,29,,,29,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,36,RESERVED,28,26,,,28:26,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,36,RCH,25,24,1.0,0.0,25:24,1.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,36,RESERVED,23,22,,,23:22,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,37,RDMAEN,21,21,,,21,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,37,RESERVED,20,20,,,20,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,37,RSYNC,19,19,,,19,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,37,RCONT,18,18,,,18,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,37,RSWSTART,17,17,,,17,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,37,RESERVED,16,15,,,16:15,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,37,JEXTEN,14,13,1.0,0.0,14:13,1.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,37,RESERVED,12,11,,,12:11,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,37,JEXTSEL,10,8,2.0,0.0,10:8,2.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,37,RESERVED,7,6,,,7:6,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,38,JDMAEN,5,5,,,5,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,38,JSCAN,4,4,,,4,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,38,JSYNC,3,3,,,3,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,38,RESERVED,2,2,,,2,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,38,JSWSTART,1,1,,,1,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,38,DFEN,0,0,,,0,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,39,RESERVED,31,20,,,31:20,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,39,AWDCH,19,16,3.0,0.0,19:16,3.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,39,RESERVED,15,12,,,15:12,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,39,EXCH,11,8,3.0,0.0,11:8,3.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,39,RESERVED,7,7,,,7,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,39,CKABIE,6,6,,,6,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,39,SCDIE,5,5,,,5,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,39,AWDIE,4,4,,,4,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,39,ROVRIE,3,3,,,3,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,39,JOVRIE,2,2,,,2,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,39,REOCIE,1,1,,,1,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,39,JEOCIE,0,0,,,0,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,40,RESERVED,31,28,,,31:28,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,40,SCDF,27,24,3.0,0.0,27:24,3.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,40,RESERVED,23,20,,,23:20,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,40,CKABF,19,16,3.0,0.0,19:16,3.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,40,RESERVED,15,15,,,15,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,40,RCIP,14,14,,,14,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,40,JCIP,13,13,,,13,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,40,RESERVED,12,5,,,12:5,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,41,AWDF,4,4,,,4,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,41,ROVRF,3,3,,,3,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,41,JOVRF,2,2,,,2,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,41,REOCF,1,1,,,1,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,41,JEOCF,0,0,,,0,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,42,RESERVED,31,28,,,31:28,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,42,CLRSCDF,27,24,3.0,0.0,27:24,3.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,42,RESERVED,23,20,,,23:20,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,42,CLRCKABF,19,16,3.0,0.0,19:16,3.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,42,RESERVED,15,4,,,15:4,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,42,CLRROVRF,3,3,,,3,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,42,CLRJOVRF,2,2,,,2,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,42,RESERVED,1,0,,,1:0,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,43,RESERVED,31,4,,,31:4,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,43,JCHG,3,0,3.0,0.0,3:0,3.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,43,FORD,31,29,2.0,0.0,31:29,2.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,43,RESERVED,28,26,,,28:26,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,44,FOSR,25,16,9.0,0.0,25:16,9.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,44,RESERVED,15,8,,,15:8,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,44,IOSR,7,0,7.0,0.0,7:0,7.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,44,JDATA,31,8,23.0,0.0,31:8,23.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,44,RESERVED,7,2,,,7:2,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,44,JDATACH,1,0,1.0,0.0,1:0,1.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,45,RDATA,31,8,23.0,0.0,31:8,23.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,45,RESERVED,7,5,,,7:5,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,45,RPEND,4,4,,,4,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,45,RESERVED,3,2,,,3:2,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,45,RDATACH,1,0,1.0,0.0,1:0,1.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,46,AWHT,31,8,23.0,0.0,31:8,23.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,46,RESERVED,7,4,,,7:4,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,46,BKAWH,3,0,3.0,0.0,3:0,3.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,46,AWLT,31,8,23.0,0.0,31:8,23.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,46,RESERVED,7,4,,,7:4,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,46,BKAWL,3,0,3.0,0.0,3:0,3.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,47,RESERVED,31,12,,,31:12,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,47,AWHTF,11,8,3.0,0.0,11:8,3.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,47,RESERVED,7,4,,,7:4,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,47,AWLTF,3,0,3.0,0.0,3:0,3.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,47,RESERVED,31,12,,,31:12,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,48,CLRAWHTF,11,8,3.0,0.0,11:8,3.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,48,RESERVED,7,4,,,7:4,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,48,CLRAWLTF,3,0,3.0,0.0,3:0,3.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,48,EXMAX,31,8,23.0,0.0,31:8,23.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,48,RESERVED,7,2,,,7:2,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,48,EXMAXCH,1,0,1.0,0.0,1:0,1.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,49,EXMIN,31,8,23.0,0.0,31:8,23.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,49,RESERVED,7,2,,,7:2,nan:nan
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,49,EXMINCH,1,0,1.0,0.0,1:0,1.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,49,CNVCNT,31,4,27.0,0.0,31:4,27.0:0.0
rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0402-stm32f412-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,49,RESERVED,3,0,,,3:0,nan:nan
rm0410-stm32f76xxx-and-stm32f77xxx-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0410-stm32f76xxx-and-stm32f77xxx-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,30,DFSDMEN,31,31,,,31,nan:nan
rm0410-stm32f76xxx-and-stm32f77xxx-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0410-stm32f76xxx-and-stm32f77xxx-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,30,CKOUTSRC,30,30,,,30,nan:nan
rm0410-stm32f76xxx-and-stm32f77xxx-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0410-stm32f76xxx-and-stm32f77xxx-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,30,RESERVED,29,24,,,29:24,nan:nan
rm0410-stm32f76xxx-and-stm32f77xxx-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0410-stm32f76xxx-and-stm32f77xxx-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,30,CKOUTDIV,23,16,7.0,0.0,23:16,7.0:0.0
rm0410-stm32f76xxx-and-stm32f77xxx-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,rm0410-stm32f76xxx-and-stm32f77xxx-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm,30,DATPACK,15,14,1.0,0.0,15:14,1.0:0.0
